,IDs,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled,PAINS_match,Brenk_match
1002,CHEMBL3652650,4.1,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c5ccccc54)c3CO)ncc2c1,8.387216143,484.19106888,6,2,4.357400000000004,True,0,0.0
1008,CHEMBL4752442,4.2,nM,C=CS(=O)(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1,8.37675071,492.1579742480001,8,2,3.2713,True,0,0.0
1010,CHEMBL4209441,4.2,nM,Cn1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,8.37675071,498.192800196,10,3,3.410800000000002,True,0,0.0
1012,CHEMBL3670125,4.2,nM,CN(C)CCOc1ccc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CCCC6)C4=O)c3CO)cn(C)c2=O)nc1,8.37675071,600.2860318840001,9,2,4.103400000000003,True,0,0.0
1014,CHEMBL3670109,4.2,nM,Cn1cc(-c2cc(F)cc(N3CCc4c(sc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc3c(n2)CCN(C2COC2)C3)c1=O,8.37675071,655.262853916,9,2,4.968400000000004,True,0,0.0
1021,CHEMBL5073639,4.3,nM,N[C@H]1CC[C@@H](Nc2ncnc3[nH]cc(C(=O)c4ccc(Oc5ccccc5)cc4Cl)c23)CC1,8.366531544,461.161852688,6,3,5.316400000000003,True,0,0.0
1022,CHEMBL4106570,4.4,nM,CC(=O)Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3O)c12,8.356547324,593.1998369720001,8,3,4.594800000000005,True,0,0.0
1029,CHEMBL4297640,4.5,nM,NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,8.346787486,529.161613568,7,3,2.6534000000000004,True,0,0.0
1035,CHEMBL4085043,4.6,nM,C[C@H]1CN(C)CCN1c1ccc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CCCC6)C4=O)c3CO)cn(C)c2=O)nc1,8.337242168,625.31766636,9,2,4.303300000000004,True,0,0.0
1037,CHEMBL3964420,4.6,nM,Nc1nccn2c([C@H]3CC[C@H]4CC(O)C(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,8.337242168,551.189272288,8,3,3.4838000000000013,True,0,0.0
1044,CHEMBL3670101,4.7,nM,CN1CC(c2ccc(Nc3cc(-c4cc(F)cc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc2)C1,8.327902142,596.291117264,8,2,4.438000000000003,True,0,0.0
1053,CHEMBL3402585,4.8,nM,O=C(N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)CC1)N1CCOCC1,8.318758763,620.2547317560001,7,2,4.979100000000004,True,0,0.0
1054,CHEMBL4641507,4.8,nM,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)C2CC2)c1=O,8.318758763,517.212532596,8,2,3.4238000000000017,True,0,0.0
1055,CHEMBL4108285,4.8,nM,Cc1cc(C(F)(F)F)cc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)n1,8.318758763,549.2100077320001,7,2,4.8214200000000025,True,0,0.0
1058,CHEMBL5197089,4.9,nM,CCC(=O)N1CCC[C@@H](n2nc(-c3ccc(Cc4ccccc4)cc3)c3c(N)ncnc32)C1,8.30980392,440.23245951600006,6,1,4.2398000000000025,True,0,0.0
1060,CHEMBL3670108,4.9,nM,CN1CCn2nc(Nc3cc(-c4cc(F)cc(N5CCc6c(sc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)cc2C1,8.30980392,602.2475382,9,2,4.458400000000004,True,0,0.0
1063,CHEMBL4439761,5.0,nM,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1N1Cc2ccccc2C1=O,8.301029996,489.205241724,3,3,5.783220000000005,True,0,0.0
1065,CHEMBL4567605,5.0,nM,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)cccc1N1Cc2ccccc2C1=O,8.301029996,557.242689852,4,2,4.943420000000005,True,0,0.0
1069,CHEMBL3670093,5.0,nM,Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2cc3n(n2)CCOC3)c1=O,8.301029996,558.239081692,9,2,3.494700000000001,True,0,0.0
1070,CHEMBL5198691,5.0,nM,CC(C)[C@@H](Nc1cc(Cl)cc(Cl)c1)C(=O)N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,8.301029996,460.15451481200006,5,3,4.486400000000002,True,0,0.0
1072,CHEMBL500517,5.0,nM,CN(C(=O)c1ccccc1)c1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(/C=C/c3ncc(N)cn3)s1)n2CCC(N)=O,8.301029996,566.1848576920002,8,3,3.4666,True,0,0.0
1074,CHEMBL3670118,5.0,nM,Cn1cc(-c2cc(F)cc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCOCC3)cn2)c1=O,8.301029996,615.231553788,9,2,4.802100000000004,True,0,0.0
1079,CHEMBL3670088,5.0,nM,CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,8.301029996,593.311438108,9,2,3.7757000000000014,True,0,0.0
1080,CHEMBL1421,5.0,nM,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,8.301029996,487.155721752,9,3,3.313540000000001,True,0,0.0
1085,CHEMBL5180755,5.0,nM,O=C(N[C@H]1CN(c2ncnc3[nH]ncc23)CC[C@@H]1C(F)(F)F)[C@H](Nc1cc(F)cc(Cl)c1)C1CC1,8.301029996,511.151048884,6,3,3.909500000000002,True,0,0.0
1090,CHEMBL4096404,5.0,nM,Cn1cc(-c2cccc(N3CCOc4cc(C(C)(C)C)ccc4C3=O)c2CO)cc(Nc2ccncn2)c1=O,8.301029996,525.2376044719999,8,2,4.414900000000003,True,0,0.0
1091,CHEMBL4756023,5.0,nM,Cc1cc(-c2ncnc3[nH]ccc23)ccc1CNC(=O)c1ccc(C(C)(C)C)cc1,8.301029996,398.210661452,3,2,5.160820000000004,True,0,0.0
1094,CHEMBL5183111,5.0,nM,CC[C@@H](Nc1cc(Cl)cc(Cl)c1)C(=O)N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,8.301029996,446.13886474800006,5,3,4.240400000000003,True,0,0.0
1099,CHEMBL4646964,5.1,nM,Cn1nc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@@H]2C[C@@H]2F)c1=O,8.292429824,536.1983597519999,9,2,2.766800000000001,True,0,0.0
1106,CHEMBL3670138,5.2,nM,Cn1cc(-c2cccc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,8.283996656,649.337652856,10,2,3.790700000000003,True,0,0.0
1107,CHEMBL4107322,5.2,nM,CN1CC[C@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,8.283996656,564.2209067640001,7,2,4.648100000000002,True,0,0.0
1109,CHEMBL4113598,5.2,nM,COc1cc(C(=O)Nc2ncc(C)s2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.283996656,517.1896087240001,9,2,3.872720000000002,True,0,0.0
1112,CHEMBL4096669,5.3,nM,C[C@H]1CO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1CC1,8.27572413,583.1955005400001,8,2,4.482100000000003,True,0,0.0
1117,CHEMBL4475004,5.3,nM,COc1cc2cn[nH]c2cc1-c1ccc(F)c2c(N)c(C(N)=O)cnc12,8.27572413,351.113152908,5,3,2.6069,True,0,0.0
1118,CHEMBL4099975,5.3,nM,CC1(C(=O)N2CCCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,8.27572413,593.2362224800002,8,2,4.777200000000003,True,0,0.0
1124,CHEMBL4208062,5.4,nM,CC(C)n1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cc1C#N,8.26760624,550.2241003239999,10,3,4.931380000000003,True,0,0.0
1125,CHEMBL3953056,5.5,nM,Nc1nccn2c([C@H]3CC[C@H]4COC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,8.259637311,537.173622224,8,2,4.342800000000003,True,0,0.0
1137,CHEMBL4107331,5.9,nM,Cn1ncc2c1CCC[C@H]2n1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)ncnc21,8.229147988,533.1899409840001,9,2,4.400800000000002,True,0,0.0
1138,CHEMBL4202615,5.9,nM,CC(=O)c1cc(Nc2nc(N)cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1C,8.229147988,538.212866944,9,3,4.823400000000004,True,0,0.0
1141,CHEMBL3901103,5.9,nM,CCn1ncc2c1CCC[C@@H]2n1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)ncnc21,8.229147988,547.2055910480001,9,2,4.883700000000004,True,0,0.0
1145,CHEMBL4065907,6.0,nM,CC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,8.22184875,543.1642004120001,8,2,3.703500000000001,True,0,0.0
1151,CHEMBL4783488,6.0,nM,Cc1cc(-c2ccnc(N)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,8.22184875,381.162331356,6,2,3.7182200000000014,True,0,0.0
1152,CHEMBL3980662,6.0,nM,CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C(C)(C)O)ccc6C5=O)c4CO)ccnc3[nH]2)CC1,8.22184875,595.2794692839999,6,3,4.7595000000000045,True,0,0.0
1154,CHEMBL3954000,6.0,nM,Cc1c(NC(=O)N2CC(OC(C)(C)C)C2)cc(F)cc1-c1ncnc2[nH]c(C3=CCOCC3)cc12,8.22184875,479.23326804,5,2,4.907320000000005,True,0,0.0
1159,CHEMBL3974518,6.0,nM,CC(C)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2F)c2c(N)ncnc21,8.22184875,510.19910870000007,7,1,4.932100000000005,True,0,0.0
1161,CHEMBL3745795,6.0,nM,CN1CCN(C)C(c2ccc(Nc3nc(-c4cccc(NC(=O)c5cc6c(s5)CCCC6)c4)cn(C)c3=O)cc2)C1=O,8.22184875,582.2413099480001,8,2,4.828400000000003,True,0,0.0
1164,CHEMBL3670089,6.0,nM,Cn1cc(-c2cccc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)nc(Nc2cnn(CCO)c2)c1=O,8.22184875,546.20492444,10,3,3.0152,True,0,0.0
1170,CHEMBL3670129,6.1,nM,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCNCC3)cn2)c1=O,8.214670165,579.2957880440001,9,3,3.4335000000000013,True,0,0.0
1174,CHEMBL3670085,6.1,nM,CC(=O)N1CCn2nc(Nc3cc(-c4cccc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)cc2C1,8.214670165,581.2750525999999,9,2,3.1875000000000018,True,0,0.0
1176,CHEMBL3670086,6.2,nM,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,8.207608311,496.222288756,8,2,3.4189000000000016,True,0,0.0
1177,CHEMBL4857217,6.2,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5ccc(C(C)(C)C)cc5)c(F)c4)ccnc3[nH]2)cn1,8.207608311,482.2230377040001,5,2,5.392000000000005,True,0,0.0
1180,CHEMBL4107939,6.3,nM,N#Cc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.200659451,560.189606636,8,2,4.384680000000002,True,0,0.0
1182,CHEMBL4216339,6.3,nM,CCn1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cc1C#N,8.200659451,536.20845026,10,3,4.370380000000003,True,0,0.0
1187,CHEMBL3639689,6.35,nM,Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(N3CCN(CCF)CC3)cn2)c1=O,8.197226275,657.3238946120001,9,2,4.500500000000003,True,0,0.0
1188,CHEMBL4242527,6.4,nM,C=CS(=O)(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)c1,8.193820026,369.1147124680001,3,3,3.4358400000000016,True,0,0.0
1191,CHEMBL4111981,6.5,nM,Cc1cc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)nn1C,8.187086643,484.2335221360001,8,2,3.141120000000001,True,0,0.0
1200,CHEMBL4079225,6.6,nM,COCCC(=O)N1CCSC(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,8.180456064,585.1769933520002,9,2,4.297600000000002,True,0,0.0
1202,CHEMBL4114924,6.7,nM,C[C@@H]1CC(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC[C@@H]12,8.173925197,549.2100077320001,7,2,4.759000000000003,True,0,0.0
1206,CHEMBL3621512,6.9,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(F)c4F)c23)CC1,8.161150909,448.171082384,3,2,3.7528000000000015,True,0,0.0
1207,CHEMBL4115206,6.9,nM,Cc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.161150909,552.220906764,8,2,4.159920000000001,True,0,0.0
1211,CHEMBL3670090,7.0,nM,Cn1nc(Nc2cc(-c3cccc(N4CCc5c(sc6c5CCCC6)C4=O)c3CO)nn(C)c2=O)cc1C(C)(C)O,8.15490196,574.236224568,10,3,3.787300000000003,True,0,0.0
1212,CHEMBL5208570,7.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C4CN(C)C4)c3)n2)ccc1CN1CCN(CC(C)(C)C)CC1=O,8.15490196,502.316857836,8,1,3.568920000000001,True,0,0.0
1221,CHEMBL5192675,7.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C4CN(C)C4)c3)n2)ccc1CN1CCN(CC(C)C)CC1=O,8.15490196,488.301207772,8,1,3.178820000000001,True,0,0.0
1226,CHEMBL3942550,7.0,nM,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1Cc2ccccc2C1,8.15490196,361.133888352,6,2,3.2601000000000013,True,0,0.0
1228,CHEMBL3939935,7.0,nM,Cc1c(NC(=O)N2CC(OC(C)(C)C)C2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,8.15490196,549.2863662320001,5,2,4.874320000000004,True,0,0.0
1230,CHEMBL3894539,7.0,nM,Cc1c(NC(=O)c2ccc(C3CC3)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)CO)CC3)cc12,8.15490196,525.217617976,5,3,4.810120000000005,True,0,0.0
1233,CHEMBL3891532,7.0,nM,CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3ncnc4[nH]c(C5=CCOCC5)cc34)c2CO)cc1,8.15490196,482.23179082,5,3,5.470700000000005,True,0,0.0
1237,CHEMBL5207196,7.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CN1CCN(CC2(C)CC2)CC1=O,8.15490196,445.259008612,7,1,3.373420000000001,True,0,0.0
1239,CHEMBL4644856,7.1,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)C2CC2)c1=O,8.148741651,501.23760447199993,7,2,2.8748000000000005,True,0,0.0
1243,CHEMBL3670134,7.1,nM,CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)nn(C)c3=O)nc2)CC1,8.148741651,594.306687076,10,2,3.170700000000001,True,0,0.0
1244,CHEMBL3975094,7.11,nM,Cn1cc(-c2cc(-c3ccc(CN4Cc5cc(C(C)(C)C)sc5C4=O)c(F)c3)cc(=O)[nH]2)cn1,8.148130399,476.16822526,5,1,5.096500000000004,True,0,0.0
1247,CHEMBL4638307,7.2,nM,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@@H]2C[C@H]2F)c1=O,8.142667504,535.2031107839999,8,2,3.371800000000001,True,0,0.0
1248,CHEMBL4110412,7.2,nM,CN1C[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,8.142667504,550.2052567000002,7,2,4.258000000000002,True,0,0.0
1250,CHEMBL3903659,7.2,nM,Cn1ncc2c1CCCC2(O)c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)nccn12,8.142667504,548.189606636,9,3,3.950300000000001,True,0,0.0
1258,CHEMBL3652671,7.32,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c5cncnc54)c3CO)ncc2c1,8.135488919,486.181566816,8,2,3.147400000000001,True,0,0.0
1260,CHEMBL4204675,7.4,nM,Cn1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cc1C#N,8.13076828,522.192800196,10,3,3.8874800000000014,True,0,0.0
1268,CHEMBL4108688,7.6,nM,Nc1nccn2c([C@@H]3CC[C@@H]4C[C@H](O)C(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,8.119186408,551.189272288,8,3,3.4838000000000013,True,0,0.0
1271,CHEMBL4649410,7.7,nM,Cn1cc(-c2ccnc(-n3ncc4c5c(sc4c3=O)CCCC5)c2CO)cc(NC(=O)C2CC2)c1=O,8.113509275,503.16272528,9,2,2.927500000000001,True,0,0.0
1273,CHEMBL3670087,7.7,nM,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2cc3n(n2)CCOC3)c1=O,8.113509275,540.248503504,9,2,3.355600000000001,True,0,0.0
1275,CHEMBL3612842,7.8,nM,CC(=O)Cn1cc(-c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)cn1,8.107905397,440.13069688,7,1,5.790300000000004,True,0,0.0
1278,CHEMBL3670132,7.8,nM,Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,8.107905397,667.3282310440002,10,2,3.929800000000003,True,0,0.0
1282,CHEMBL3358396,8.0,nM,Cn1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,8.096910013,648.2860318840001,10,2,4.524600000000003,True,0,0.0
1284,CHEMBL4060453,8.0,nM,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,8.096910013,635.322002792,10,2,3.5447000000000024,True,0,0.0
1287,CHEMBL3746128,8.0,nM,CN1CCN(C)C(c2ccc(Nc3nc(-c4cccc(NC(=O)c5cc6c(s5)CCCC6)c4F)cn(C)c3=O)cc2)C1=O,8.096910013,600.2318881360001,8,2,4.967500000000003,True,0,0.0
1292,CHEMBL5201299,8.0,nM,O=C1[C@H](Nc2cc(Cl)cc(Cl)c2)CCCN1[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1,8.096910013,459.1341137160001,6,2,3.731600000000001,True,0,0.0
1304,CHEMBL4094125,8.0,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,8.096910013,579.2205724160001,8,2,4.387100000000002,True,0,0.0
1307,CHEMBL3670112,8.1,nM,CN1CCc2cc(Nc3nc(-c4cc(F)cc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)ccc2C1,8.091514981,582.2754672,8,2,4.150900000000004,True,0,0.0
1310,CHEMBL4214732,8.1,nM,Nc1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)nc(Nc2cn[nH]c2)n1,8.091514981,483.18190116400007,8,4,4.005400000000002,True,0,0.0
1312,CHEMBL4106878,8.2,nM,Cc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)c(F)cc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.086186148,567.2005859200001,7,2,4.9605200000000025,True,0,0.0
1313,CHEMBL2057912,8.2,nM,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCC1,8.086186148,371.17461029200007,6,1,4.9829000000000025,True,0,0.0
1314,CHEMBL5071372,8.2,nM,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@H]3CC[C@H](CO)OC3)c12,8.086186148,478.1407828960001,7,3,4.586400000000005,True,0,0.0
1316,CHEMBL4216862,8.3,nM,Nc1nc(Nc2cnn(C3CC3)c2)nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)n1,8.080921908,524.20845026,10,3,4.208700000000004,True,0,0.0
1327,CHEMBL4248550,8.8,nM,C=CS(=O)(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]c4c(c23)CCC(C(C)(C)O)C4)c1,8.055517328,467.187877408,4,3,3.7191000000000014,True,0,0.0
1342,CHEMBL3699642,9.0,nM,Cc1cc(Nc2cc(-c3ccc(F)c(N4Cc5cc(C(C)(C)C)sc5C4=O)c3)n[nH]c2=O)nn1C,8.045757491,492.17437326,7,2,4.880920000000003,True,0,0.0
1347,CHEMBL3971512,9.0,nM,O=C1c2ccc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(-c4ccc(CN5CCS(=O)(=O)CC5)cn4)cc23)c1CO,8.045757491,649.23589022,8,2,4.931200000000005,True,0,0.0
1350,CHEMBL3747551,9.0,nM,CN1CCN(C)C(c2ccc(Nc3nc(-c4ccc(F)c(NC(=O)c5cc6c(s5)CCCC6)c4)cn(C)c3=O)cc2)C1=O,8.045757491,600.2318881360001,8,2,4.967500000000003,True,0,0.0
1353,CHEMBL4555459,9.0,nM,O=C(Nc1cccc([C@H]2CCCN(c3ncnc4[nH]ccc34)C2)c1)Nc1ccccc1N1CCCC1,8.045757491,481.25900861200006,5,3,5.5861000000000045,True,0,0.0
1354,CHEMBL4764045,9.0,nM,Cc1cc(-c2cc(N)ncn2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,8.045757491,381.162331356,6,2,3.7182200000000014,True,0,0.0
1356,CHEMBL249097,9.0,nM,Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,8.045757491,335.13822478400004,6,4,3.07672,True,0,0.0
1357,CHEMBL5197235,9.0,nM,CN(C(=O)[C@H](Nc1cc(F)cc(Cl)c1)C1CC1)[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1,8.045757491,457.1793143200002,6,2,3.463300000000002,True,0,0.0
1358,CHEMBL4466870,9.0,nM,Cc1c(NC(=O)c2ccc(F)cn2)cccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,8.045757491,564.228517008,5,3,4.569420000000003,True,0,0.0
1362,CHEMBL4203192,9.1,nM,N#Cc1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1C1CC1,8.040958608,548.2084502600001,10,3,4.685380000000003,True,0,0.0
1365,CHEMBL4214343,9.3,nM,Nc1nc(Nc2cn[nH]c2)nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)n1,8.031517051,484.177150132,9,4,3.4004000000000025,True,0,0.0
1367,CHEMBL3612841,9.5,nM,Nc1ncc(-c2cnn(C3CCCNC3=O)c2)c2scc(-c3ccc(Oc4ccccc4)cc3)c12,8.022276395,481.157245976,7,2,5.652400000000004,True,0,0.0
1371,CHEMBL4112108,9.6,nM,Nc1nccn2c([C@@H]3CC[C@@H]4CNCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,8.017728767,550.2052567000001,8,3,3.3224000000000027,True,0,0.0
1372,CHEMBL4449648,9.67,nM,CC(C)N1Cc2cc(c(F)cc2F)OCCCNC(=O)c2cnn3ccc1nc23,8.014573526,401.1663313520001,6,1,2.934800000000001,True,0,0.0
1373,CHEMBL4111750,9.7,nM,CC(O)c1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)c1,8.013228266,511.23318778800007,8,3,3.547500000000001,True,0,0.0
1375,CHEMBL4085393,9.7,nM,CN(C)S(=O)(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ccnc3[nH]2)CC1,8.013228266,613.2159037239999,6,2,4.938300000000004,True,0,0.0
1378,CHEMBL3670121,9.8,nM,CN1CC(Oc2ccc(Nc3cc(-c4cc(F)cc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)C1,8.008773924,598.2703818199999,9,2,3.855800000000002,True,0,0.0
1381,CHEMBL5177238,9.9,nM,Cc1cc(Nc2cc(-c3ccnc(-n4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c3CO)cn(C)c2=O)nn1C,8.004364805,543.23941604,10,2,3.860820000000002,True,0,0.0
1383,CHEMBL3670130,9.9,nM,CCn1nc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)cc1C,8.004364805,558.2754671999999,8,2,4.538820000000004,True,0,0.0
1385,CHEMBL3674681,10.0,nM,Cn1cc(-c2cccc(N3CCc4cc(C5(F)CC5)ccc4C3=O)c2CO)nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c1=O,8.0,623.254397408,8,2,4.317100000000004,True,0,0.0
