,IDs,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled,PAINS_match,Brenk_match
249,CHEMBL4788780,0.52,nM,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1(O)CCC1,9.283996656,611.2268006680001,8,3,4.793200000000004,True,0,0.0
250,CHEMBL4113933,0.52,nM,Nc1ncnc2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nn2[C@@H]1CCCc2[nH]ncc21,9.283996656,519.1742909200002,8,3,4.390400000000001,True,0,0.0
251,CHEMBL4757180,0.52,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(OC6CC6)ccn5)cc4F)c4c(N)nccn34)C2)COC1,9.283996656,585.249980724,9,2,4.048600000000002,True,0,0.0
254,CHEMBL4783242,0.53,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(-n6cccn6)ccn5)cc4F)c4c(N)nccn34)C2)COC1,9.27572413,595.2455640400002,10,2,3.693100000000002,True,0,0.0
255,CHEMBL3952685,0.53,nM,C[C@@H]1OC(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C6CC6)ccn5)cc4)c4c(N)nccn34)CC[C@@H]12,9.27572413,523.2331877880001,8,2,4.589900000000003,True,0,0.0
256,CHEMBL4554856,0.536,nM,CC(C)N1Cc2cc(cc(F)c2Cl)O[C@@H](C)CNC(=O)c2cnn3cc1cnc23,9.27083521,417.1367808120001,6,1,3.4475000000000016,True,0,0.0
257,CHEMBL4781173,0.54,nM,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C(C)(C)CO,9.26760624,613.2424507320001,8,3,4.8967000000000045,True,0,0.0
260,CHEMBL5091956,0.54,nM,CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)nc(N)nc3[nH]2)CC1,9.26760624,593.255066104,7,3,4.790700000000004,True,0,0.0
261,CHEMBL4115042,0.54,nM,CC(F)(F)c1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2F)c1,9.26760624,549.2100077320001,7,2,4.745000000000003,True,0,0.0
267,CHEMBL3901137,0.56,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)cc2c(F)cccn2c1=O,9.251811973,558.207861816,6,3,4.160020000000003,True,0,0.0
268,CHEMBL3652664,0.56,nM,CC(C)(C)c1ccc2c(=O)n(-c3cccc(-n4cc(C(N)=O)c(Nc5ccc(F)cn5)n4)c3CO)ncc2c1,9.251811973,527.208115912,9,3,3.737800000000001,True,0,0.0
269,CHEMBL3652661,0.57,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c(Nc5ccc(C(F)(F)F)cn5)n4)c3CO)ncc2c1,9.244125144,595.19550054,9,3,4.756600000000004,True,0,0.0
271,CHEMBL4110993,0.58,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3O)c12,9.236572006,551.189272288,8,3,4.218600000000004,True,0,0.0
273,CHEMBL4106492,0.58,nM,CCc1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4c(Cl)cnc(N)c34)c(OC)c2)c1,9.236572006,559.2098655000001,8,2,4.718600000000003,True,0,0.0
276,CHEMBL4110307,0.59,nM,Cn1nc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)c(OC3CC3)c2)cc1C(F)(F)F,9.229147988,594.2314714480001,9,2,4.392700000000003,True,0,0.0
277,CHEMBL3959154,0.59,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(CCO)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,9.229147988,540.160911624,6,3,3.9722200000000014,True,0,0.0
286,CHEMBL4645440,0.6,nM,C=CS(=O)(=O)N[C@H]1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1,9.22184875,376.1569116280001,4,3,1.91534,True,0,0.0
288,CHEMBL4082411,0.6,nM,Cn1nnc([C@H]2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)n1,9.22184875,562.2164900800001,10,2,4.609500000000002,True,0,0.0
294,CHEMBL4109249,0.63,nM,CCOc1cc(C(=O)Nc2ncc(C)s2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,9.200659451,531.2052587880002,9,2,4.262820000000002,True,0,0.0
295,CHEMBL4789404,0.63,nM,COc1ccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc2c1,9.200659451,548.2059699959999,7,3,4.395220000000003,True,0,0.0
297,CHEMBL4108011,0.63,nM,Cc1cnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)c(Cl)c2)s1,9.200659451,521.140071688,8,2,4.517520000000003,True,0,0.0
298,CHEMBL4110832,0.64,nM,Cn1nc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4c(Cl)cnc(N)c34)cc2)cc1C(F)(F)F,9.193820026,572.1662843480001,8,2,4.504900000000003,True,0,0.0
301,CHEMBL4112420,0.64,nM,Cc1cc(-c2nc([C@@H]3CC[C@H]4CCC(=O)N4C3)n3ccnc(N)c23)ccc1C(=O)Nc1cc(C2CC2)ccn1,9.193820026,521.253923232,7,2,4.6800200000000025,True,0,0.0
304,CHEMBL5074640,0.65,nM,CN1CCN(C(=O)N2CC=C(c3cc4c(-c5cccc(-n6ccc7cc(C8CC8)cc(F)c7c6=O)c5CO)nc(N)nc4[nH]3)CC2)CC1,9.187086643,648.297265264,8,3,4.476500000000002,True,0,0.0
307,CHEMBL5072020,0.65,nM,Nc1nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)c2cc(C3=CCNCC3)[nH]c2n1,9.187086643,522.2179523240001,7,4,4.396700000000003,True,0,0.0
311,CHEMBL4106651,0.67,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCCN4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,9.173925197,521.215093112,7,2,4.986400000000004,True,0,0.0
317,CHEMBL5083974,0.69,nM,Nc1nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)c2cc(C3=CCN(C(=O)CN4CCOCC4)CC3)[nH]c2n1,9.161150909,649.2812808519999,9,3,3.967900000000003,True,0,0.0
318,CHEMBL4861612,0.7,nM,CC(C)(C)c1noc(C(=O)NCc2ccc(-c3ccnc4[nH]c(-c5cnn(C6CCOCC6)c5)nc34)cc2F)n1,9.15490196,544.2346650080001,9,2,4.589500000000003,True,0,0.0
320,CHEMBL5073223,0.7,nM,CC(C)OC1CN(C(=O)NCc2ccc(-c3ccnc(Nc4cnn(C)c4)n3)cc2C(F)(F)F)C1,9.15490196,489.21000773200007,7,2,3.958300000000003,True,0,0.0
321,CHEMBL5091935,0.7,nM,CC(C)OC1CN(C(=O)NC2CCCCC3C=C(c4ccnc(Nc5cnn(C)c5)n4)C=CC32)C1,9.15490196,477.28522336000015,7,2,3.9007000000000014,True,0,0.0
325,CHEMBL3639560,0.7,nM,Nc1n[nH]c2cc(-c3ccc(C(=O)Nc4nnn[nH]4)cc3)nc(-c3ccc(Oc4ccccc4)cc3)c12,9.15490196,489.166170848,8,4,4.431800000000002,True,0,0.0
326,CHEMBL2057919,0.7,nM,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(O)CO)ccc4c23)cccc1-n1cnc2ccc(F)cc2c1=O,9.15490196,522.1703334360001,6,4,4.259320000000002,True,0,0.0
327,CHEMBL4855860,0.7,nM,Cn1cc(-c2nc3c(-c4ccc5c(c4)CCCC5NC(=O)c4nc(C(C)(C)C)no4)ccnc3[nH]2)cn1,9.15490196,496.2335221360001,8,2,4.513300000000003,True,0,0.0
336,CHEMBL4800034,0.71,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)F)ccn5)cc4F)c4c(N)nccn34)C2)COC1,9.148741651,579.2205724160001,8,2,4.445000000000002,True,0,0.0
337,CHEMBL5076374,0.71,nM,CC(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)nc(N)nc3[nH]2)CC1,9.148741651,564.228517008,7,3,4.655600000000003,True,0,0.0
341,CHEMBL4111802,0.74,nM,CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,9.13076828,582.2314714480001,9,2,4.250200000000002,True,0,0.0
343,CHEMBL4794031,0.74,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C6CC6)ccn5)cc4F)c4c(N)nccn34)C2)COC1,9.13076828,569.2550661040001,8,2,4.384800000000003,True,0,0.0
349,CHEMBL3923011,0.77,nM,C[C@H]1CC(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC[C@H]12,9.113509275,549.2100077320001,7,2,4.759000000000003,True,0,0.0
354,CHEMBL5081318,0.8,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCNC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,9.096910013,486.2604055800001,10,3,2.584,True,0,0.0
356,CHEMBL5094998,0.8,nM,CN1CC[C@@H](NC(=O)c2cn(C(C)(C)C)nn2)c2ccc(-c3ccnc(Nc4cnn(C)c4)n3)cc2C1,9.096910013,500.2760556440001,10,2,3.2738000000000005,True,0,0.0
362,CHEMBL4101367,0.8,nM,Nc1nccn2c([C@@H]3CC[C@H](C(=O)O)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,9.096910013,510.162723192,7,3,4.612900000000003,True,0,0.0
366,CHEMBL4459438,0.8,nM,C=CS(=O)(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,9.096910013,465.183460724,7,2,4.115300000000002,True,0,0.0
370,CHEMBL4110295,0.81,nM,Cc1cnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4c(Cl)cnc(N)c34)cc2)s1,9.091514981,521.140071688,8,2,4.517520000000003,True,0,0.0
371,CHEMBL3941392,0.81,nM,Nc1nccn2c([C@H]3CCn4c(nnc4C(F)(F)F)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,9.091514981,587.161675548,9,2,4.984900000000002,True,0,0.0
375,CHEMBL3652665,0.83,nM,CC(C)(C)c1ccc2c(=O)n(-c3cccc(-n4cc(C(N)=O)c(Nc5cnccn5)n4)c3CO)ncc2c1,9.080921908,510.21278669200007,10,3,2.9937000000000005,True,0,0.0
382,CHEMBL4112427,0.85,nM,CC(C)(F)c1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)c1,9.070581074,527.2445014200001,7,2,4.698800000000004,True,0,0.0
385,CHEMBL5077961,0.85,nM,Nc1nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)c2cc(C3=CCN(C4COC4)CC3)[nH]c2n1,9.070581074,578.2441670719999,8,3,4.507900000000004,True,0,0.0
387,CHEMBL5171706,0.85,nM,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@H]3CCC[C@H](CO)O3)c12,9.070581074,478.1407828960001,7,3,4.934000000000005,True,0,0.0
389,CHEMBL4743497,0.86,nM,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,9.065501549,536.1859835,6,3,4.525720000000003,True,0,0.0
390,CHEMBL3670081,0.87,nM,Cn1cc(-c2cccc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,9.060480747,513.1834607239999,8,2,4.221400000000004,True,0,0.0
395,CHEMBL4111143,0.89,nM,COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CN(C(=O)c4ccncc4)CC(=O)N3C2)n2ccnc(N)c12,9.050609993,685.2372851,10,2,4.278800000000002,True,0,0.0
403,CHEMBL3929953,0.9,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)[nH]c2c(F)cccc2c1=O,9.045757491,558.207861816,5,4,4.388620000000003,True,0,0.0
416,CHEMBL44577,0.92,nM,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1,9.036212173,483.2746586760001,8,1,4.598900000000003,True,0,0.0
419,CHEMBL4113593,0.93,nM,Cn1nc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)cc1C1CC1,9.031517051,510.2491722000001,8,2,3.7101000000000015,True,0,0.0
420,CHEMBL3939080,0.93,nM,Nc1nccn2c([C@H]3CC[C@H]4C[C@@H](O)C(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,9.031517051,551.189272288,8,3,3.4838000000000013,True,0,0.0
424,CHEMBL3652681,0.95,nM,CC(C)(C)c1ccc2c(=O)n(-c3cccc(-n4cc(C(N)=O)c(Nc5ccccn5)n4)c3CO)ncc2c1,9.022276395,509.21753772400007,9,3,3.598700000000001,True,0,0.0
428,CHEMBL4111181,0.98,nM,Cc1cc(-c2nc([C@@H]3CC[C@H]4CCC(=O)N4C3)n3ccnc(N)c23)ccc1C(=O)Nc1cc(C#N)ccn1,9.008773924,506.2178720720001,8,2,3.674300000000001,True,0,0.0
429,CHEMBL4751902,0.98,nM,COc1cc(-c2nc([C@@H]3CCCN(C(=O)C4(C)COC4)C3)n3ccnc(N)c23)ccc1C(=O)Nc1cc(C(F)(F)F)ccn1,9.008773924,609.2311371000002,9,2,4.395700000000002,True,0,0.0
433,CHEMBL3903500,1.0,nM,CN1CCN(c2ccc(Nc3cc(-c4cc(F)cc(N5CCc6c(sc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,9.0,628.2631882640001,9,2,4.717300000000004,True,0,0.0
437,CHEMBL3657233,1.0,nM,Nc1n[nH]c2cc(-c3ccc(C(=O)NCC(=O)O)cc3)nc(-c3ccc(Oc4ccccc4)cc3)c12,9.0,479.159354152,6,4,4.480800000000003,True,0,0.0
440,CHEMBL3657240,1.0,nM,Nc1n[nH]c2cc(-c3ccc(C(=O)O)c(F)c3)nc(-c3ccc(Oc4ccccc4)cc3)c12,9.0,440.128468624,5,3,5.503700000000003,True,0,0.0
449,CHEMBL3967939,1.0,nM,O=C(CO)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,9.0,582.2278483119999,6,3,4.385900000000004,True,0,0.0
451,CHEMBL3670083,1.0,nM,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2cc(C3CC3)n[nH]2)c1=O,9.0,524.253588884,7,3,4.229400000000002,True,0,0.0
453,CHEMBL3657235,1.0,nM,Nc1n[nH]c2c(-c3ccccn3)cnc(-c3ccc(Oc4ccccc4)cc3)c12,9.0,379.143310164,5,2,5.061400000000003,True,0,0.0
454,CHEMBL3745935,1.0,nM,CN1CCn2nc(Nc3cc(-c4ccc(F)c(NC(=O)c5cc6ccccc6s5)c4F)n[nH]c3=O)cc2C1,9.0,533.144550352,8,3,4.567600000000002,True,0,0.0
458,CHEMBL5176609,1.0,nM,O=C([C@H](Nc1cc(F)cc(Cl)c1)C1CC1)N1CC[C@@H]2CCN(c3ncnc4[nH]ncc34)C[C@@H]21,9.0,469.1793143200002,6,2,3.463300000000001,True,0,0.0
460,CHEMBL2057923,1.0,nM,Nc1n[nH]c2cc(-c3ccc(C(=O)O)cc3)nc(-c3ccc(Oc4ccccc4)cc3)c12,9.0,422.137890436,5,3,5.364600000000003,True,0,0.0
464,CHEMBL5188545,1.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CN1CCN(CC(C)(C)C)CC1=O,9.0,447.274658676,7,1,3.6194200000000016,True,0,0.0
465,CHEMBL5200748,1.0,nM,CC(C)CN1CCN(Cc2ccc(-c3ccnc(Nc4cnn(CCO)c4)n3)cc2C(F)(F)F)C(=O)C1,9.0,517.24130786,8,2,3.3950000000000022,True,0,0.0
466,CHEMBL4116419,1.0,nM,Cn1cc(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(Nc2ccc(C(=O)N3CCOCC3)cn2)c1=O,9.0,638.2652964399999,10,2,4.291300000000002,True,0,0.0
467,CHEMBL5189116,1.0,nM,Cc1cc(-c2ccnc(Nc3cnn(CCO)c3)n2)ccc1CN1CCN(CC(C)(C)C)CC1=O,9.0,477.28522336,8,2,3.074720000000001,True,0,0.0
470,CHEMBL4744041,1.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,9.0,435.238273168,7,2,3.247920000000001,True,0,0.0
471,CHEMBL4846816,1.0,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)N5CC(OC(C)(C)C)C5)c(F)c4)ccnc3[nH]2)cn1,9.0,477.22885135600006,6,2,3.873400000000003,True,0,0.0
483,CHEMBL5087083,1.1,nM,Cc1c(CNC(=O)N2CC(OC(C)C)C2)ccc(-c2ccnc(Nc3cnn(C)c3)n2)c1F,8.958607315,453.2288513560001,7,2,3.3870200000000024,True,0,0.0
486,CHEMBL4113220,1.1,nM,Nc1ncnc2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nn2[C@@H]1CCCc2c1cnn2CCO,8.958607315,563.2005056680001,10,3,3.8561000000000014,True,0,0.0
489,CHEMBL4859888,1.1,nM,Cn1cc(-c2nc3c(-c4ccc5c(c4)CCC[C@H]5NC(=O)c4nc(C(C)(C)C)no4)ccnc3[nH]2)cn1,8.958607315,496.2335221360001,8,2,4.513300000000003,True,0,0.0
491,CHEMBL4108885,1.1,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C5CC5)ccn4)c(F)c3)c12,8.958607315,525.2288513560001,7,2,4.510700000000004,True,0,0.0
492,CHEMBL4115000,1.1,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3OCCO)c12,8.958607315,595.215487036,9,3,3.884100000000003,True,0,0.0
493,CHEMBL4747860,1.1,nM,COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CCCN(C(=O)C3(C)COC3)C2)n2ccnc(N)c12,8.958607315,609.2311371,9,2,4.395700000000002,True,0,0.0
495,CHEMBL5175002,1.1,nM,Nc1nccn2c([C@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3OCCO)c12,8.958607315,595.215487036,9,3,3.884100000000003,True,0,0.0
499,CHEMBL4110803,1.1,nM,COc1cc(C(=O)Nc2cc(C#N)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.958607315,522.2127866920001,9,2,3.374480000000001,True,0,0.0
500,CHEMBL3652666,1.13,nM,Cc1ccc(Nc2nn(-c3cccc(-n4ncc5cc(C(C)(C)C)ccc5c4=O)c3CO)cc2C(N)=O)nc1,8.946921557,523.2331877879999,9,3,3.9071200000000017,True,0,0.0
504,CHEMBL4641586,1.2,nM,C=CS(=O)(=O)N[C@@H]1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1,8.920818754,376.1569116280001,4,3,1.91534,True,0,0.0
512,CHEMBL4113482,1.2,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)cnn4)cc3)c12,8.920818754,536.189606636,8,2,3.908000000000002,True,0,0.0
514,CHEMBL5075191,1.2,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CNCC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,8.920818754,486.2604055800001,10,3,2.9316000000000004,True,0,0.0
516,CHEMBL5083399,1.2,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCCC4NC(=O)c3nnc(C(C)(C)C)s3)n2)cn1,8.920818754,502.22632858000014,9,2,4.967200000000004,True,0,0.0
518,CHEMBL5086077,1.2,nM,CC(C)OC1CN(C(=O)NCc2ccc(-c3ccnc(Nc4cnn(C)c4)n3)cc2Cl)C1,8.920818754,455.18365075200006,7,2,3.592900000000002,True,0,0.0
522,CHEMBL4852395,1.2,nM,COc1ccnc(-c2nc3c(-c4ccc(CNC(=O)c5nc(C(C)(C)C)no5)c(F)c4)ccnc3[nH]2)c1,8.920818754,501.192465848,8,2,4.445100000000003,True,0,0.0
524,CHEMBL4796764,1.2,nM,Cc1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CCCN(C(=O)C5(C)COC5)C4)n4ccnc(N)c34)c(F)c2)c1,8.920818754,543.23941604,8,2,3.815820000000002,True,0,0.0
525,CHEMBL4114832,1.2,nM,CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(C)cnc(N)c12,8.920818754,596.2471215119999,9,2,4.558620000000002,True,0,0.0
526,CHEMBL4105560,1.2,nM,CS(=O)(=O)NC(=O)[C@H]1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,8.920818754,601.1719079720001,9,3,3.994200000000002,True,0,0.0
534,CHEMBL4114433,1.3,nM,Nc1ncc(F)n2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C5CC5)ccn4)cc3F)c12,8.886056648,543.219429544,7,2,4.649800000000004,True,0,0.0
537,CHEMBL5090623,1.3,nM,CC(C)OC1CN(C(=O)NC2CCCc3cc(-c4ccnc(Nc5cnn(C)c5)n4)ccc32)C1,8.886056648,461.25392323200015,7,2,3.816900000000002,True,0,0.0
539,CHEMBL3943053,1.3,nM,Nc1ncnc2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nn2[C@H]1CCCc2nn(CCO)cc21,8.886056648,563.2005056680001,10,3,3.8561000000000014,True,0,0.0
541,CHEMBL4849446,1.3,nM,Cc1cc(-c2ccnc3[nH]c(-c4cnn(C)c4)nc23)ccc1CNC(=O)c1ccc(C(C)(C)C)cc1,8.886056648,478.24810958,5,2,5.561320000000005,True,0,0.0
546,CHEMBL3941978,1.3,nM,O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cc(F)cc(-c2ccnc3[nH]c(CN4CCN(C5COC5)CC4)cc23)c1CO,8.886056648,615.26571104,7,2,4.433400000000004,True,0,0.0
547,CHEMBL3911350,1.3,nM,CC(O)C(=O)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,8.886056648,596.2434983759999,6,3,4.774400000000004,True,0,0.0
548,CHEMBL3899763,1.3,nM,Nc1nccn2c([C@H]3CC[C@@H]4COC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c12,8.886056648,555.164200412,8,2,4.481900000000003,True,0,0.0
553,CHEMBL4115294,1.3,nM,COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(F)cnc(N)c12,8.886056648,583.19550054,8,2,4.660700000000003,True,0,0.0
554,CHEMBL4106682,1.3,nM,CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)c(F)cc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.886056648,600.222049636,9,2,4.389300000000002,True,0,0.0
571,CHEMBL4638741,1.4,nM,C=CS(=O)(=O)NC1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1,8.853871964,376.1569116280001,4,3,1.91534,True,0,0.0
572,CHEMBL4090257,1.4,nM,Nc1nccn2c([C@@H]3CCC[C@H](c4noc(=O)[nH]4)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,8.853871964,564.1845212559999,9,3,4.762300000000003,True,0,0.0
573,CHEMBL4109428,1.4,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C5CC5)ccn4)cc3OC3CC3)c12,8.853871964,563.264487916,8,2,4.912800000000004,True,0,0.0
574,CHEMBL4115078,1.4,nM,COc1cc(C(=O)Nc2ccc(C)cn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(Cl)cnc(N)c12,8.853871964,545.194215436,8,2,4.464620000000003,True,0,0.0
590,CHEMBL4865481,1.5,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5ccc(C(C)(C)C)cn5)c(F)c4)ccnc3[nH]2)cn1,8.823908741,483.2182866720001,6,2,4.787000000000003,True,0,0.0
597,CHEMBL4114570,1.5,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)F)ccn4)c(F)c3)c12,8.823908741,535.1943576680001,7,2,4.570900000000004,True,0,0.0
600,CHEMBL4111479,1.5,nM,COc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(Cl)cnc(N)c12,8.823908741,602.1768490320001,9,2,4.513500000000003,True,0,0.0
601,CHEMBL3897349,1.5,nM,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,8.823908741,588.1939613400001,6,3,4.913320000000003,True,0,0.0
602,CHEMBL4110507,1.5,nM,COC(C)c1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)c1,8.823908741,525.2488378520001,8,2,4.201600000000003,True,0,0.0
603,CHEMBL4113785,1.5,nM,Nc1ncc(F)n2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C5CC5)ccn4)cc3)c12,8.823908741,525.2288513560001,7,2,4.510700000000004,True,0,0.0
