,IDs,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
2388,CHEMBL4209148,190.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(N)nc(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,6.721246399,565.28013798,8,3,5.195020000000004,False
2389,CHEMBL3949342,190.0,nM,Cc1c(-c2ccnc3[nH]c(-c4ccc(CN5CCN(C)CC5)c(F)c4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,6.721246399,615.3009536760001,5,1,7.008420000000007,False
2390,CHEMBL3963772,190.0,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCc1ccc(N)cc1-2,6.721246399,397.15387484800004,6,3,3.938200000000001,True
2391,CHEMBL3899641,194.0,nM,Nc1nccn2c([C@H]3CC[C@@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4ccccn4)cc3)c12,6.71219827,467.20697304000004,7,2,3.494200000000002,True
2392,CHEMBL4093800,197.0,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)OC,6.705533774,592.268570252,7,3,6.565220000000006,False
2393,CHEMBL3402577,197.4,nM,COc1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cn1,6.704652852,533.186317848,7,2,5.508400000000005,False
2394,CHEMBL4551429,200.0,nM,O=C(Nc1cccc(C2CCCN(c3ncnc4[nH]ccc34)C2)c1)Nc1ccccc1C1CC1,6.698970004,452.232459516,4,3,5.863300000000004,True
2395,CHEMBL3949083,200.0,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCC2c1ccccc1N,6.698970004,425.18517497600004,6,3,4.428500000000002,True
2396,CHEMBL4639728,200.0,nM,CC(C)C(=O)Nc1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cn(C)c1=O,6.698970004,503.253254536,7,2,3.120800000000002,True
2397,CHEMBL3358337,200.0,nM,CN(C)c1ccc2c(c1)CCN(c1cc(F)cc(-c3cc(Nc4ccc(N5CCOCC5)cn4)c(=O)n(C)c3)c1CO)C2=O,6.698970004,598.2703818200001,9,2,3.9278000000000035,True
2398,CHEMBL4241577,200.0,nM,COc1ccc(-c2ccc3oc4ccc(=O)n(-c5ccc(NC(=O)CN6CCOCC6)cc5)c4c3c2)cn1,6.698970004,510.190319932,8,1,4.0782000000000025,True
2399,CHEMBL4249247,200.0,nM,C=CC(=O)NCc1cccc(-c2ccc(C(N)=O)c3[nH]c4c(c23)CCC(C(C)(C)O)C4)c1,6.698970004,431.22089178799996,3,4,3.6118000000000023,True
2400,CHEMBL5169523,202.0,nM,Cc1ccc(NC(=O)c2ccc3cnccc3c2)cc1C(=O)Nc1cnc(Nc2cccc(NC3CCN(C(=O)/C=C/CN(C)C)CC3)c2)nc1,6.694648631,683.3332361719999,9,4,6.102120000000005,False
2401,CHEMBL4249310,203.1,nM,C=CC(=O)N1CCC(n2nc(-c3cnn(C)c3)c3c(N)ncnc32)C1,6.692290077,338.16035719600006,8,1,0.7683999999999994,True
2402,CHEMBL4454852,206.0,nM,CN1CCN(c2ccc(Nc3nc(-c4cccc(NC(=O)c5ccc(C(F)(F)F)cc5)c4)sc3C(N)=O)cc2)CC1,6.68613278,580.186829764,7,3,5.675500000000005,False
2403,CHEMBL3400826,208.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)NCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)cc2)n1,6.681936665,955.3363325280002,11,7,9.43762,False
2404,CHEMBL3949596,208.0,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCN(C)CC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O,6.681936665,596.289974392,5,1,6.068220000000006,False
2405,CHEMBL3290147,208.0,nM,C=CC(=O)N(C(=O)C=C)c1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,6.681936665,614.18893794,7,3,6.283620000000004,False
2406,CHEMBL4226585,209.2,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCOc3cccc(C(F)(F)F)c3)c3c(N)ncnc32)C1,6.67943832,470.16780857200007,7,1,3.207300000000001,True
2407,CHEMBL4081768,210.0,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(CC)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,6.677780705,619.279469284,7,3,5.515920000000005,False
2408,CHEMBL3905597,210.0,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCC[C@H]2c1cccc(N)c1,6.677780705,425.18517497600004,6,3,4.428500000000002,True
2409,CHEMBL3401287,210.0,nM,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc3ocnc3c2)n1,6.677780705,511.1678106600001,8,2,5.8331200000000045,False
2410,CHEMBL4862197,211.0,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cccnn3)cc2)c(C(N)=O)n1N,6.675717545,460.19713662800007,8,3,1.6446999999999998,True
2411,CHEMBL5188422,212.4,nM,Cc1ccc(NC(=O)c2ccc3cc(O)ccc3c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,6.672845488,504.1909886280001,7,5,5.474220000000003,False
2412,CHEMBL4105470,213.0,nM,Cc1cc2c(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)ccnc2[nH]1,6.671620397,439.16960516399996,4,2,5.351220000000004,True
2413,CHEMBL3263629,213.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nccn2n1,6.671620397,588.284889012,7,2,6.470520000000007,False
2414,CHEMBL4472236,213.0,nM,CN1CCN(c2ccc(Nc3nc(-c4cccc(NC(=O)c5csnn5)c4)sc3C(N)=O)cc2)CC1,6.671620397,520.1463640080001,10,3,3.5082000000000013,True
2415,CHEMBL4251204,217.0,nM,C=CC(=O)Nc1ccc(-n2c(=O)ccc3oc4ccc(-c5cnn(C)c5)cc4c32)cc1,6.663540266,410.1378904360001,6,1,4.261900000000003,True
2416,CHEMBL3924678,217.0,nM,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCc2ccccc21,6.663540266,361.133888352,6,2,3.4558000000000018,True
2417,CHEMBL4877720,218.0,nM,C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)n(N)c23)CC1,6.661543506,470.206638692,7,2,3.299800000000001,True
2418,CHEMBL5201319,219.0,nM,CCC(=O)N1CCC(n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,6.659555885,444.19098862800007,8,1,3.1401000000000003,True
2419,CHEMBL5197469,220.0,nM,O=C(CNc1cccc(Cl)c1F)NC1CCCN(c2ncnc3[nH]ccc23)C1,6.657577319,402.13711516000006,5,3,2.9475000000000007,True
2420,CHEMBL3963054,220.0,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCC21CN(Cc2ccccc2)C1,6.657577319,451.20082504000004,6,2,4.077900000000002,True
2421,CHEMBL3787652,222.0,nM,C=CC(=O)Nc1cccc(-n2c(=O)n(CC3CC3)c3cnc(Nc4ccc(OC)nc4)nc32)c1,6.653647026,457.18623759600007,9,2,3.2639000000000014,True
2422,CHEMBL4878459,223.0,nM,C=CC(=O)Nc1cccc(-c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)c1,6.651695137,463.164439532,5,3,5.012100000000003,True
2423,CHEMBL4740933,225.0,nM,C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,6.647817482,509.222703356,4,2,5.704020000000005,False
2424,CHEMBL3401265,225.0,nM,CCc1ccc(C(=O)Nc2cccc(-c3cn(C)c(=O)c(Nc4ccc(C(=O)N5CCOCC5)cc4)n3)c2C)cc1,6.647817482,551.253254536,7,2,4.786420000000003,True
2425,CHEMBL4875984,226.0,nM,C=CC(=O)N1CCCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(CC)ccn3)cc2)c(C(N)=O)n1N,6.645891561,501.2488378520001,7,3,3.2021999999999995,True
2426,CHEMBL5176093,226.9,nM,Cc1ccc(NC(=O)c2cccc(-c3cccnc3)c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,6.644165504,515.2069730400001,7,4,5.677420000000004,False
