,IDs,IC50,units,smiles,pIC50
1528,CHEMBL4062498,14,nM,COCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,7.853871964
1529,CHEMBL5078703,14,nM,Nc1nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)c2cc(-c3ccccc3)[nH]c2n1,7.853871964
1530,CHEMBL3977187,14,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1[nH]c1ccc(N)cc12,7.853871964
1531,CHEMBL4114712,14,nM,N#C/C(=C\C1CC1)C(=O)NC1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,7.853871964
1532,CHEMBL3290123,14,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,7.853871964
1533,CHEMBL3935234,14,nM,C=CC(=O)Nc1ccc2c(c1)[nH]c1c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn12,7.853871964
1534,CHEMBL3930057,14,nM,CN1CCN(c2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ccnc4[nH]3)cn2)CC1,7.853871964
1535,CHEMBL5089327,14,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3nnc(C(C)(C)C)o3)n2)cn1,7.853871964
1536,CHEMBL3699639,14,nM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)cccc1N1Cc2ccc(C(C)(C)C)cc2C1=O,7.853871964
1537,CHEMBL4648782,14,nM,CCC(=O)Nc1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cn(C)c1=O,7.853871964
1538,CHEMBL5177588,14,nM,C[C@@H](Nc1cc(Cl)cc(Cl)c1)C(=O)N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,7.853871964
1539,CHEMBL3935131,14.19,nM,Cn1cc(-c2cc(-c3ccc(Cn4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c(F)c3)cc(=O)[nH]2)cn1,7.848017605
1540,CHEMBL3652675,14.28,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c5ccc(-c6ccccc6F)nc54)c3CO)ncc2c1,7.845271793
1541,CHEMBL5094370,14.6,nM,C=CC(=O)N1CC[C@H](n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,7.835647144
1542,CHEMBL4876450,14.6,nM,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5cccc(F)c5)cc4)[nH]c23)CC1,7.835647144
1543,CHEMBL3970328,14.6,nM,CCN(CC)C(=O)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,7.835647144
1544,CHEMBL4865483,14.7,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccc(F)cc4)ccn3)cc2)c(C(N)=O)n1N,7.832682665
1545,CHEMBL4112448,14.7,nM,Nc1nccn2c([C@@H]3CC[C@@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.832682665
1546,CHEMBL4857245,14.7,nM,C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5F)cc4)[nH]c23)CC1,7.832682665
1547,CHEMBL4514143,14.8,nM,C=CC(=O)N[C@H]1CC[C@@H](n2nc(C#CCOc3ccccc3)c3c(N)ncnc32)CC1,7.829738285
1548,CHEMBL4847824,14.8,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccc(Cl)cc4)ccn3)cc2)c(C(N)=O)n1N,7.829738285
1549,CHEMBL4107735,14.9,nM,Cc1nsc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)n1,7.826813732
1550,CHEMBL3290124,15,nM,CCC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,7.823908741
1551,CHEMBL4239031,15,nM,C=CC(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]c4c(c23)CCC(C(C)(C)O)C4)c1C,7.823908741
1552,CHEMBL4455814,15,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCSC(=S)NCC)cc3)ncc2F)c1,7.823908741
1553,CHEMBL3621496,15,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4F)c23)CC1,7.823908741
1554,CHEMBL4646782,15,nM,CC(=O)Nc1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cn(C)c1=O,7.823908741
1555,CHEMBL3621500,15,nM,CC(=O)Nc1ccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)cc1,7.823908741
1556,CHEMBL3621503,15,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4Cl)c23)CC1,7.823908741
1557,CHEMBL4638862,15,nM,O=C(/C=C/C(F)(F)F)NCCOc1cccc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12,7.823908741
1558,CHEMBL5188619,15,nM,O=C1C(Nc2cc(F)cc(Cl)c2)CCCN1[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1,7.823908741
1559,CHEMBL4757012,15,nM,Cc1cnc(NC(=O)c2ccc(-c3nc([C@@H]4CCCN(C(=O)C5(C)COC5)C4)n4ccnc(N)c34)c(F)c2)cn1,7.823908741
1560,CHEMBL4245037,15,nM,C=CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]cc(C)c23)c1C,7.823908741
1561,CHEMBL3969286,15,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CCOCC3)cc12,7.823908741
1562,CHEMBL3286434,15,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2cccc(NC(=O)CCl)c2)nc1,7.823908741
1563,CHEMBL4112842,15,nM,C=CC(=O)N1CC[C@H]2Nc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3C[C@H]2C1,7.823908741
1564,CHEMBL4876918,15,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)C5CCC(C(C)(C)C)CC5)c(F)c4)ccnc3[nH]2)cn1,7.823908741
1565,CHEMBL3747672,15,nM,CN1CCN(C)C(c2ccc(Nc3nc(-c4ccc(Cl)c(NC(=O)c5cc6c(s5)CCCC6)c4Cl)cn(C)c3=O)cc2)C1=O,7.823908741
1566,CHEMBL3948911,15,nM,Cc1c(NC(=O)c2ccc(OC(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,7.823908741
1567,CHEMBL4763987,15,nM,CCc1cc(-c2ncnc3[nH]ccc23)ccc1CNC(=O)c1ccc(C(C)(C)C)cc1,7.823908741
1568,CHEMBL3674680,15,nM,CN(C)C(=O)c1ccc(Nc2nc(-c3cccc(N4CCc5cc(C6CC6)ccc5C4=O)c3CO)cn(C)c2=O)cc1,7.823908741
1569,CHEMBL2179790,15,nM,C=CC(=O)N1CCCC(n2nc(-c3cccc(C(=O)Nc4cccc(C(C)(C)C)c4)c3)c3c(N)ncnc32)C1,7.823908741
1570,CHEMBL3290144,15,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)nc1,7.823908741
1571,CHEMBL3975962,15.1,nM,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCOCC5)cc4)nc32)c1,7.821023053
1572,CHEMBL3402583,15.3,nM,CC(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)CC1,7.815308569
1573,CHEMBL3922212,15.3,nM,Nc1nccn2c([C@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.815308569
1574,CHEMBL4086408,15.4,nM,CC1C=C(c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)C=C(Nc2ccc(N3CCN(C4COC4)CC3)cc2)C1=O,7.812479279
1575,CHEMBL5075076,15.5,nM,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCNC(=O)N[C@H]4CC[C@@H](Nc5ncnc6[nH]cc(C(=O)c7ccc(Oc8ccccc8)cc7Cl)c56)CC4)c3C2=O)C(=O)N1,7.809668302
1576,CHEMBL4113872,15.6,nM,Nc1nccn2c([C@@H]3CC[C@@H]4COC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.806875402
1577,CHEMBL5190107,15.6,nM,CC(C)/C=C(\C#N)C(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,7.806875402
1578,CHEMBL5194482,15.6,nM,C=CC(=O)Nc1cccc(Cn2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,7.806875402
1579,CHEMBL3400174,15.8,nM,CS(=O)(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)CC1,7.801342913
1580,CHEMBL4087543,15.9,nM,CC[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,7.798602876
1581,CHEMBL4228608,15.9,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCCc3ccccc3)c3c(N)ncnc32)C1,7.798602876
1582,CHEMBL3290145,16,nM,C=CS(=O)(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,7.795880017
1583,CHEMBL3674679,16,nM,Cn1cc(Nc2nc(-c3cccc(N4CCc5cc(C6CC6)ccc5C4=O)c3CO)cn(C)c2=O)cn1,7.795880017
1584,CHEMBL4243995,16,nM,C=CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)c1,7.795880017
1585,CHEMBL3943386,16,nM,C=CC(=O)N1CC[C@H]2[C@@H](CNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)C1,7.795880017
1586,CHEMBL3900253,16,nM,Cc1c(NC(=O)c2ccc3ccn(C)c3n2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,7.795880017
1587,CHEMBL4849850,16,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ccnc2[nH]c(-c3cnn(C)c3)nc12,7.795880017
1588,CHEMBL3670122,16,nM,CN1CCC(c2ccc(Nc3nc(-c4cc(F)cc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)cc2)CC1,7.795880017
1589,CHEMBL4286664,16,nM,C=CC(=O)N[C@H]1CCCN(c2ccc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)C1,7.795880017
1590,CHEMBL3621457,16,nM,CN1CCN(C(=O)c2ccc3[nH]c4c(C(N)=O)ccc(-c5ccccc5F)c4c3c2)CC1,7.795880017
1591,CHEMBL4114685,16,nM,CNC(C)(C)/C=C(\C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,7.795880017
1592,CHEMBL3977070,16,nM,C=CC(=O)N1CC2(CNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3C2)C1,7.795880017
1593,CHEMBL3621517,16,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cc(F)ccc4F)c23)CC1,7.795880017
1594,CHEMBL3621515,16,nM,CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1C,7.795880017
1595,CHEMBL4795673,16,nM,C=CC(=O)N(C)C(=O)Cc1c[nH]c2ncnc(-c3cc(F)cc(NC(=O)c4ccc(C5CC5)cc4)c3C)c12,7.795880017
1596,CHEMBL3903037,16,nM,C=CC(=O)Nc1ccccc1[C@@H]1CCNc2c(C(N)=O)c(-c3ccc(C)c(OC)c3)nn21,7.795880017
1597,CHEMBL4447710,16,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1c[nH]c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,7.795880017
1598,CHEMBL3908428,16,nM,Cc1c(NC(=O)N2CC(OC(C)C)C2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,7.795880017
1599,CHEMBL3702837,16.1,nM,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21)NC1COC1,7.793174124
1600,CHEMBL4095248,16.1,nM,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)nn(C)c2=O)nc1,7.793174124
1601,CHEMBL5202699,16.11,nM,C=CC(=O)N1CC2CC1CN2c1nc(NC)nc(Nc2cc[nH]n2)n1,7.79290446
1602,CHEMBL4293010,16.2,nM,C=CC(=O)N[C@@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)C1,7.790484985
1603,CHEMBL4163217,16.3,nM,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc6c(c5)OCCO6)cc4c32)ccc1C,7.787812396
1604,CHEMBL3670104,16.3,nM,CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCc6c(cc7n6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,7.787812396
1605,CHEMBL5208592,16.4,nM,CC#CC(=O)N1CCC(CNc2ncnc3[nH]cc(C(=O)N4CC(Oc5ccccc5)C4)c23)CC1,7.785156152
1606,CHEMBL4849268,16.4,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccccc4)ccn3)cc2)c(C(N)=O)n1N,7.785156152
1607,CHEMBL4077107,16.4,nM,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(N)nc5)cc4c32)ccc1C,7.785156152
1608,CHEMBL4096207,16.5,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4cc5c(s4)CCCC5)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,7.782516056
1609,CHEMBL3402587,16.5,nM,CN(C)S(=O)(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)CC1,7.782516056
1610,CHEMBL3670136,16.5,nM,Cn1cc(-c2cccc(N3CCc4c(cc5n4CCCC5)C3=O)c2CO)cc(Nc2cc3n(n2)CCOC3)c1=O,7.782516056
1611,CHEMBL4449266,16.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCCSC(=S)NCc4cccnc4)cc3)ncc2F)c1,7.782516056
1612,CHEMBL3670137,16.6,nM,CCN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCc6c(cc7n6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,7.779891912
1613,CHEMBL1916879,16.8,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccc(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12,7.774690718
1614,CHEMBL4113649,16.8,nM,C=C[C@H]1OC(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC[C@@H]12,7.774690718
1615,CHEMBL4095379,16.9,nM,C[C@@H]1CN(C)CCN1c1ccc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CCCC6)C4=O)c3CO)cn(C)c2=O)nc1,7.772113295
1616,CHEMBL4442732,17,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,7.769551079
1617,CHEMBL4114674,17,nM,CC(C)(C)/C=C(\C#N)C(=O)N1CCC(Cc2[nH]c(C3CCC(Oc4ccccc4)CC3)c3c(N)ncnc23)C1,7.769551079
1618,CHEMBL3263634,17,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2)c2ncn(C)c2n1,7.769551079
1619,CHEMBL4114709,17,nM,N#C/C(=C\C1CC1)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3c(F)cccc3F)cc2)c2c(N)ncnc21,7.769551079
1620,CHEMBL3890115,17,nM,CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(N5CCc6cc(C7CC7)ccc6C5=O)c4CO)ncnc3[nH]2)CC1,7.769551079
1621,CHEMBL3896703,17,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CCN(S(C)(=O)=O)CC3)cc12,7.769551079
1622,CHEMBL5207026,17,nM,C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC(C)(C)C)CC2=O)cc1,7.769551079
1623,CHEMBL3971224,17,nM,Cc1c(NC(=O)c2ccc(N(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,7.769551079
1624,CHEMBL4217816,17,nM,Nc1nc(Nc2ccc(N3CCOCC3)cc2)nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)n1,7.769551079
1625,CHEMBL3670133,17.1,nM,Cn1cc(-c2cccc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)nc(Nc2ccc(C3CCN(C4COC4)CC3)cc2)c1=O,7.76700389
1626,CHEMBL4854001,17.1,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C#N)ccn3)cc2)c(C(N)=O)n1N,7.76700389
1627,CHEMBL3919900,17.1,nM,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(S(C)(=O)=O)CC5)cc4)nc32)c1,7.76700389
1628,CHEMBL4280709,17.1,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(=O)N4CCOCC4)c(OC)c3)ncc2F)c1,7.76700389
1629,CHEMBL4284780,17.2,nM,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(CC)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,7.764471553
1630,CHEMBL3927641,17.2,nM,CCNC(C)(C)/C=C(\C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,7.764471553
1631,CHEMBL5179757,17.3,nM,C=CC(=O)N1CCC(CNc2ncnc3[nH]cc(C(=O)NCCc4ccccc4)c23)CC1,7.761953897
1632,CHEMBL4159628,17.4,nM,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccoc5)cc4c32)ccc1C,7.759450752
1633,CHEMBL4113108,17.5,nM,CC(C)(C)COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,7.756961951
1634,CHEMBL5172511,17.67,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4cc(C)nc4CC)cc3)ncc2Cl)c1,7.75276345
1635,CHEMBL4161110,17.7,nM,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc4ccc(-c5cn[nH]c5)cc4c32)c1,7.752026734
1636,CHEMBL5083645,17.7,nM,C=CC(=O)Nc1cccc(-n2c(=O)c(Oc3ccccc3)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,7.752026734
1637,CHEMBL4107727,17.7,nM,CCNC(=O)Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.752026734
1638,CHEMBL2336005,17.7,nM,Oc1cccc(Nc2ccnc3cc(-c4cccc(CN5CCOCC5)c4)sc23)c1,7.752026734
1639,CHEMBL3400979,17.8,nM,CN(C)C(=O)c1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cc1,7.749579998
1640,CHEMBL4868899,17.9,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(CC)ccn3)cc2)c(C(N)=O)n1N,7.747146969
1641,CHEMBL3263656,18,nM,Cc1c(NC(=O)Nc2ccccc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,7.744727495
1642,CHEMBL5177608,18,nM,O=C1[C@H](Nc2cc(Cl)c(F)c(Cl)c2)CCCN1[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1,7.744727495
1643,CHEMBL3290137,18,nM,Cc1ccc(NC(=O)c2cc(Cl)cc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,7.744727495
1644,CHEMBL3290146,18,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2cccc(NC(=O)Cn3sc4ccccc4c3=O)c2)nc1,7.744727495
1645,CHEMBL3665117,18,nM,Cc1c(-c2cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c(=O)n(C)c2)cccc1N1CNc2cc(C(C)(C)O)ccc2C1=O,7.744727495
1646,CHEMBL3953494,18,nM,C=CC(=O)N1CC(C2CCNc3c(C(N)=O)c(-c4ccc(OCc5ccccn5)cc4)nn32)C1,7.744727495
1647,CHEMBL5198054,18,nM,CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,7.744727495
1648,CHEMBL3699643,18,nM,Cc1cc(Nc2cc(-c3cccc(N4Cc5cc(C(C)(C)C)sc5C4=O)c3C)n[nH]c2=O)no1,7.744727495
1649,CHEMBL4537274,18,nM,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccc(C)cc3)cc2)CC1,7.744727495
1650,CHEMBL4086354,18.1,nM,O=c1c2c(F)cc(C3CC3)cc2ccn1-c1cccc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)c1CO,7.742321425
1651,CHEMBL4850186,18.1,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C)ccn3)cc2)c(C(N)=O)n1N,7.742321425
1652,CHEMBL4227768,18.1,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCNc3ccccc3)c3c(N)ncnc32)C1,7.742321425
1653,CHEMBL4225328,18.11,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCOc3cccc(Cl)c3)c3c(N)ncnc32)C1,7.74208155
1654,CHEMBL3402569,18.2,nM,O=C(c1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cc1)N1CCOCC1,7.739928612
1655,CHEMBL3649454,18.23,nM,Cn1cc(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)nc1C(N)=O,7.739213331
1656,CHEMBL4459604,18.4,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CSC(=S)NCc4cccnc4)cc3)ncc2F)c1,7.735182177
1657,CHEMBL4846437,18.4,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccc(C)cn3)cc2)c(C(N)=O)n1N,7.735182177
1658,CHEMBL4435537,18.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCSC(=S)NCc4ccccn4)cc3)ncc2F)c1,7.732828272
1659,CHEMBL4855655,18.7,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3nccs3)cc2)c(C(N)=O)n1N,7.728158393
1660,CHEMBL4545868,18.8,nM,C=CC(=O)N1CC[C@@H](n2nc(C#CCOc3ccccc3)c3c(N)ncnc32)C1,7.725842151
1661,CHEMBL4867982,18.9,nM,C=CC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(CC)ccn4)cc3)c(C(N)=O)n2N)C1,7.723538196
1662,CHEMBL3929088,19,nM,C=CC(=O)N(C)c1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccc(F)cc4)cc3)nn21,7.721246399
1663,CHEMBL3955025,19,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCc1cc([N+](=O)[O-])ccc1-2,7.721246399
1664,CHEMBL3621514,19,nM,Cc1c(N)cccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,7.721246399
1665,CHEMBL505896,19,nM,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,7.721246399
1666,CHEMBL3980902,19,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCNCC3)cc12,7.721246399
1667,CHEMBL4739958,19,nM,C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,7.721246399
1668,CHEMBL3263639,19,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(N3CCNCC3)cc2)c2ncn(C)c2n1,7.721246399
1669,CHEMBL4074840,19,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCCC1,7.721246399
1670,CHEMBL5196798,19,nM,O=C(CNc1cc(Cl)cc(Cl)c1)NC1CCCN(c2ncnc3[nH]ccc23)C1,7.721246399
1671,CHEMBL1916717,19.1,nM,CCN(C(=O)/C=C/CN(C)C)c1cc2c(cc1OC)nc(Nc1ccccc1C)c1cncn12,7.718966633
1672,CHEMBL4861647,19.1,nM,C=CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,7.718966633
1673,CHEMBL4166849,19.1,nM,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc4ccc(-c5ccc(N)nc5)cc4c32)c1,7.718966633
1674,CHEMBL4852748,19.4,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(Cl)ccn3)cc2)c(C(N)=O)n1N,7.71219827
1675,CHEMBL3647971,20,nM,C/C=C/C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,7.698970004
